"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00024089","2006-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-3.22",",,,W","1011.6",",,,W","834.1",",,,W","3.02",",,,W","5.5",",W","0.0","0","0.0",",0","9",",0","4",",0","0",",0","","","3",",0","0",",0","18",",0","1",",0","10",",0","0",",0","8","","1","","20060408",",,0","","","20060424",",,0","1","","20060418",",,0","20060422",",,0","-5.6",",0,08,","","","76",",,0,24,","6.9",",,0,18,","25.0",",0,22,","3627.9","0","","","","","","","306.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2",",,,0","51",",,,W","26",",,,W","82",",,,W","210",",,,0","8.13",",0","17.01",",,,0","-0.75",",,,0","","","","","250",",X","200","1,Z","","","","","17.4",",X","25.9","1,Z","",""
"USW00024089","2006-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-0.11",",,,W","1013.0",",,,W","836.9",",,,W","6.56",",,,W","4.5",",W","5.3","0","5.3",",0","9",",0","3",",0","0",",0","","","1",",0","0",",0","11",",0","0",",0","19",",0","1",",0","6","","1","","20060506",",,0","","","20060504",",,0","4","","20060508",",,0","20060526",",,0","-3.3",",0,06,","","","127",",,0,04,","9.7",",,0,08,","32.8",",0,26,","3815.7","0","","","","","","","187.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0",",,,0","48",",,,W","22",",,,W","82",",,,W","127",",,,0","12.45",",0","21.89",",,,0","3.01",",,,0","","","","","260",",X","270",",X","","","","","17.9",",X","22.8",",X","",""
"USW00024089","2006-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","1.85",",,,W","1012.4",",,,W","838.8",",,,W","10.80",",,,W","4.3",",W","61.8","0","56.5",",0","4",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","1","","","","20060601",",,0","","","20060630","+,,0","6","","20060610",",,0","20060629","+,,0","0.6",",0,01,","","","0",",,0,30,+","6.6",",,0,10,","35.0",",0,29,+","3826.4","0","","","","","","","10.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3",",,,0","35",",,,W","12",",,,W","71",",,,W","0",",,,0","19.86",",0","30.80",",,,0","8.92",",,,0","","","","","260",",X","260",",X","","","","","21.9",",X","28.2",",X","",""
"USW00024089","2006-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","5.50",",,,W","1012.5",",,,W","839.7",",,,W","13.75",",,,W","4.0",",W","241.2","0","179.4",",0","3",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","1","","","","20060703",",,0","","","20060731","+,,0","5","","20060709",",,0","20060729",",,0","8.9",",0,03,","","","0",",,0,31,+","19.8",",,0,09,","40.0",",0,29,","2.5","0","","","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9",",,,0","35",",,,W","15",",,,W","65",",,,W","0",",,,0","24.04",",0","33.65",",,,0","14.42",",,,0","","","","","200",",X","50","1,X","","","","","17.9",",X","31.3","1,X","",""
"USW00024089","2006-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","4.37",",,,W","1012.8",",,,W","839.1",",,,W","12.03",",,,W","4.2",",W","332.6","0","91.4",",0","6",",0","4",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","5","","","","20060829",",,0","","","20060826",",,0","10","","20060826",",,0","20060823",",,0","6.7",",0,29,","","","0",",T,0,26,","15.0",",,0,26,","36.1",",0,23,","12.3","0","","","","","","","9.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9",",,,0","40",",,,W","18",",,,W","70",",,,W","0",",T,,0","20.96",",0","30.32",",,,0","11.61",",,,0","","","","","260",",X","40",",X","","","","","20.6",",X","28.6",",X","",""
"USW00024089","2006-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","1.55",",,,W","1015.1",",,,W","838.4",",,,W","7.10",",,,W","4.0",",W","335.4","0","2.8",",0","7",",0","5",",0","0",",0","","","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","8","","2","","20060927",",,0","","","20060930","+,,0","1","","20060916",",,0","20060913",",,0","-0.6",",0,27,","","","0",",,0,30,+","14.2",",,0,16,","31.7",",0,13,","189.3","0","","","","","","","177.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.6",",,,0","55",",,,W","28",",,,W","85",",,,W","0",",,,0","12.53",",0","21.23",",,,0","3.82",",,,0","","","","","190",",X","190",",X","","","","","14.8",",X","17.4",",X","",""
"USW00024089","2006-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-1.70",",,,W","1015.4",",,,W","836.8",",,,W","2.92",",,,W","5.7",",W","335.4","0","0.0",",0","7",",0","3",",0","0",",0","","","2",",0","0",",0","17",",0","1",",0","4",",0","0",",0","9","","1","","20061031",",,0","","","20061009",",,0","","","20061025",",,0","20061001",",,0","-12.8",",0,31,","","","66",",,0,09,","11.7",",,0,25,","27.8",",0,01,","544.6","0","","","","","","","355.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0",",,,0","60",",,,W","35",",,,W","83",",,,W","124",",,,0","6.87",",0","13.78",",,,0","-0.04",",,,0","","","","","240",",X","20",",X","","","","","18.3",",X","28.2",",X","",""
"USW00024089","2006-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-6.80",",,,W","1016.2",",,,W","835.8",",,,W","-1.35",",,,W","6.3",",W","335.4","0","0.0",",0","4",",0","3",",0","0",",0","","","2",",0","2",",0","23",",0","3",",0","1",",0","0",",0","7","","1","","20061129",",,0","","","20061112",",,0","","","20061114",",,0","20061108",",,0","-18.3",",0,29,","","","64",",,0,12,","10.2",",,0,14,","21.1",",0,08,","1028.7","0","","","","","","","484.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3",",,,0","56",",,,W","35",",,,W","76",",,,W","113",",,,0","2.20",",0","8.93",",,,0","-4.54",",,,0","","","","","220",",X","230",",X","","","","","20.1",",X","24.6",",X","",""
"USW00024089","2006-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-9.89",",,,W","1021.4",",,,W","838.6",",,,W","-4.74",",,,W","6.7",",W","335.4","0","0.0",",0","6",",0","2",",0","0",",0","","","3",",0","1",",0","29",",0","10",",0","0",",0","0",",0","8","","1","","20061229",",,0","","","20061224",",,0","","","20061224",",,0","20061215",",,0","-18.9",",0,29,","","","137",",,0,24,","7.4",",,0,24,","12.8",",0,15,","1675.0","0","","","","","","","646.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5",",,,0","59",",,,W","41",",,,W","78",",,,W","225",",,,0","-2.52",",0","3.39",",,,0","-8.42",",,,0","","","","","220",",X","220",",X","","","","","21.0",",X","24.1",",X","",""
"USW00024089","2007-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","","","","","","","","","7.3",",W","0.0","0","0.0",",0","7",",0","3",",0","0",",0","22",",0","6",",0","6",",0","30",",0","22",",0","0",",0","0",",0","10","","2","","20070112",",,0","20070121",",,Z","20070111",",,0","","","20070111",",,0","20070110",",,0","-26.1",",0,12,","203",",,Z,21,","130",",,0,11,","3.8",",,0,11,","8.3",",0,10,","2465.0","0","","","","","","","790.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3",",,,0","64",",,,W","53",",,,W","78",",,,W","353",",,,0","-7.15",",0","-2.42",",,,0","-11.88",",,,0","","","","","230",",X","220",",X","","","","","19.7",",X","24.1",",X","",""
"USW00024089","2007-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-8.47",",,,W","1014.3","1,,,W","832.7","1,,,W","-4.40",",,,W","5.9",",W","0.0","0","0.0",",0","7",",0","1",",0","0",",0","7",",0","1",",0","6",",0","27",",0","6",",0","0",",0","0",",0","11","","5","","20070201",",,0","20070202","+,,0","20070219",",,0","","","20070219",",,0","20070222",",,0","-28.9",",0,01,","76",",,0,02,+","46",",,0,19,","2.8",",,0,19,","13.9",",0,22,","3043.9","0","","","","","","","578.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7",",,,0","64",",,,W","44",",,,W","85",",,,W","109",",,,0","-2.34",",0","4.94",",,,0","-9.63",",,,0","","","","","310",",X","270",",X","","","","","17.9",",X","21.9",",X","",""
"USW00024089","2007-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-5.07",",,,W","1016.0",",,,W","836.6",",,,W","0.81",",,,W","6.1",",W","0.0","0","0.0",",0","8",",0","5",",0","0",",0","5",",0","3",",0","2",",0","25",",0","2",",0","6",",0","0",",0","8","","4","","20070303",",,0","20070330",",,0","20070329",",,0","1","","20070328",",,0","20070320",",,0","-20.0",",0,03,","279",",,0,30,","239",",,0,29,","12.7",",,0,28,","22.8",",0,20,","3464.5","0","","","","","","","420.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5",",,,0","54",",,,W","32",",,,W","81",",,,W","359",",,,0","4.77",",0","12.92",",,,0","-3.39",",,,0","","","","","160",",Z","160",",Z","","","","","19.7",",Z","23.2",",Z","",""
"USW00024089","2007-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-3.08","3,,,W","1012.4","4,,,W","833.9","4,,,W","2.07","3,,,W","4.7",",W","0.0","0","0.0",",0","7",",0","1",",0","0",",0","2",",0","2",",0","0",",0","23",",0","1",",0","4",",0","0",",0","11","","1","","20070412",",,0","20070413",",,0","20070413",",,0","","","20070412",",,0","20070429",",,0","-8.3",",0,12,","51",",,0,13,","38",",,0,13,","3.3",",,0,12,","27.8",",0,29,","3831.6","0","","","","","","","367.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4",",,,0","58",",,,W","33",",,,W","85",",,,W","94",",,,0","6.10",",0","13.67",",,,0","-1.48",",,,0","","","","","250",",X","250",",X","","","","","20.1",",X","26.8",",X","",""
"USW00024089","2007-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","2.24","2,,,W","1012.4","5,,,W","835.9","5,,,W","7.10","2,,,W","4.5",",W","2.8","0","2.8",",0","8",",0","3",",0","1",",0","2",",0","1",",0","0",",0","6",",0","0",",0","18",",0","0",",0","5","","1","","20070526",",,0","20070505",",,0","20070505",",,0","8","","20070505",",,0","20070512",",,0","-1.1",",0,26,","102",",,0,05,","284",",,0,05,","55.9",",,0,05,","29.4",",0,12,","4020.0","0","","","","","","","188.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8",",,,0","55",",,,W","29",",,,W","87",",,,W","287",",,,0","12.35",",0","21.06",",,,0","3.64",",,,0","","","","","360",",X","360",",X","","","","","19.2",",X","23.2",",X","",""
"USW00024089","2007-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","4.13",",,,W","1010.4",",,,W","836.3",",,,W","10.84",",,,W","3.8",",W","46.7","0","43.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","10",",0","2","","1","","20070607",",,0","20070630","+,,0","20070607",",,0","4","","20070607",",,0","20070624",",,0","1.1",",0,07,","0",",,0,30,+","0",",T,0,07,","17.8",",,0,07,","37.8",",0,24,","4081.4","0","","","","","","","61.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4",",,,0","47",",,,W","19",",,,W","86",",,,W","0",",T,,0","17.75",",0","28.51",",,,0","6.99",",,,0","","","","","200",",X","220",",X","","","","","16.1",",X","23.7",",X","",""
"USW00024089","2007-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","8.21","1,,,W","1012.5","1,,,W","839.5","1,,,W","14.78","1,,,W","3.3",",W","214.9","0","168.2",",0","9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","3","","1","","20070714",",,0","20070731","+,,0","20070731","+,,0","12","","20070725",",,0","20070707",",,0","10.0",",0,14,","0",",,0,31,+","0",",,0,31,+","41.1",",,0,25,","37.8",",0,07,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8",",,,0","43",",,,W","19",",,,W","75",",,,W","0",",,,0","23.76",",0","33.57",",,,0","13.95",",,,0","","","","","230",",X","310",",X","","","","","19.2",",X","23.7",",X","",""
"USW00024089","2007-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","8.15",",,,W","1011.6",",,,W","838.1",",,,W","13.79",",,,W","3.8",",W","321.5","0","106.6",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","6","","1","","20070825",",,0","20070831","+,,0","20070831","+,,0","11","","20070802",",,0","20070813",",,0","6.1",",0,25,","0",",,0,31,+","0",",,0,31,+","56.1",",,0,02,","36.1",",0,13,","9.7","0","","","","","","","9.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.3",",,,0","48",",,,W","24",",,,W","80",",,,W","0",",,,0","21.46",",0","30.52",",,,0","12.39",",,,0","","","","","190",",X","330",",X","","","","","17.0",",X","21.0",",X","",""
"USW00024089","2007-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","2.17",",,,W","1013.2",",,,W","837.7",",,,W","8.55",",,,W","4.8",",W","346.2","0","24.7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","20",",0","4",",0","5","","","","20070927","+,,0","20070930","+,,0","20070930","+,,0","3","","20070924",",,0","20070903","+,,0","-0.6",",0,27,+","0",",,0,30,+","0",",,0,30,+","7.1",",,0,24,","33.3",",0,03,+","131.9","0","","","","","","","122.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.0",",,,0","48",",,,W","23",",,,W","80",",,,W","0",",,,0","15.08",",0","24.02",",,,0","6.14",",,,0","","","","","230",",X","220",",X","","","","","17.9",",X","21.9",",X","",""
"USW00024089","2007-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-0.93",",,,W","1016.0","2,,,W","837.8","2,,,W","4.00",",,,W","5.2",",W","346.2","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","8",",0","0",",0","8","","1","","20071031","+,,0","20071021",",,0","20071021",",,0","2","","20071020",",,0","20071010","+,,0","-5.0",",0,31,+","0",",T,0,21,","51",",,0,21,","9.4",",,0,20,","25.6",",0,10,+","434.0","0","","","","","","","302.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6",",,,0","57",",,,W","31",",,,W","85",",,,W","77",",,,0","8.59",",0","16.68",",,,0","0.50",",,,0","","","","","230",",X","230",",X","","","","","19.2",",X","24.6",",X","",""
"USW00024089","2007-11","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-9.04",",,,W","1018.8",",,,W","838.1",",,,W","-1.94",",,,W","5.6",",W","346.2","0","0.0",",0","4",",0","0",",0","0",",0","4",",0","0",",0","1",",0","24",",0","5",",0","0",",0","0",",0","2","","","","20071123",",,0","20071124","+,,0","20071120",",,0","","","20071111",",,0","20071109","+,,0","-18.3",",0,23,","25",",,0,24,+","15",",,0,20,","0.5",",,0,11,","20.0",",0,09,+","924.0","0","","","","","","","490.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4",",,,0","48",",,,W","28",",,,W","74",",,,W","20",",,,0","2.00",",0","10.00",",,,0","-6.00",",,,0","","","","","210",",X","220",",X","","","","","21.5",",X","28.2",",X","",""
"USW00024089","2007-12","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-10.69",",,,W","1018.5","1,,,W","834.9","1,,,W","-7.28",",,,W","6.7",",W","346.2","0","0.0",",0","11",",0","3",",0","0",",0","21",",0","5",",0","4",",0","31",",0","19",",0","0",",0","0",",0","13","","1","","20071214",",,0","20071209","+,,0","20071207",",,0","","","20071207","+,,0","20071204",",,0","-18.9",",0,14,","152",",,0,09,+","97",",,0,07,","4.3",",,0,07,+","12.8",",0,04,","1683.7","0","","","","","","","759.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9",",,,0","69",",,,W","58",",,,W","81",",,,W","409",",,,0","-6.17",",0","-1.40",",,,0","-10.95",",,,0","","","","","210",",X","210",",X","","","","","19.2",",X","24.1",",X","",""
"USW00024089","2008-01","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-12.59",",,,W","1017.0",",,,W","833.4",",,,W","-7.87",",,,W","7.8",",W","0.0","0","0.0",",0","7",",0","1",",0","0",",0","12",",0","2",",0","6",",0","31",",0","16",",0","0",",0","0",",0","8","","2","","20080121",",,0","20080121",",,0","20080117",",,0","","","20080121",",,0","20080105",",,0","-23.9",",0,21,","102",",,0,21,","48",",,0,17,","2.5",",,0,21,","8.9",",0,05,","2450.5","0","","","","","","","766.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,,0","60",",,,W","47",",,,W","76",",,,W","140",",,,0","-6.40",",0","-0.73",",,,0","-12.08",",,,0","","","","","220",",X","230",",X","","","","","28.6",",X","34.9",",X","",""
"USW00024089","2008-02","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-8.56",",,,W","1015.2",",,,W","833.3",",,,W","-4.48",",,,W","6.6",",W","0.0","0","0.0",",0","6",",0","1",",0","0",",0","12",",0","5",",0","0",",0","29",",0","7",",0","0",",0","0",",0","10","","","","20080215","+,,0","20080214",",,0","20080213",",,0","","","20080213",",,0","20080229","+,,0","-16.1",",0,15,+","76",",,0,14,","86",",,0,13,","4.1",",,0,13,","10.6",",0,29,+","3050.4","0","","","","","","","599.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4",",,,0","64",",,,W","47",",,,W","81",",,,W","256",",,,0","-2.35",",0","3.29",",,,0","-7.99",",,,0","","","","","220",",X","210",",X","","","","","20.1",",X","24.1",",X","",""
"USW00024089","2008-03","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-7.33",",,,W","1015.9","3,,,W","834.7","3,,,W","-2.71",",,,W","5.9",",W","0.0","0","0.0",",0","10",",0","2",",0","0",",0","11",",0","5",",0","0",",0","31",",0","5",",0","0",",0","0",",0","11","","4","","20080328",",,0","20080306","+,,0","20080301",",,0","","","20080301",",,0","20080324",",,0","-12.2",",0,28,","51",",,0,06,+","51",",,0,01,","4.8",",,0,01,","15.6",",0,24,","3614.3","0","","","","","","","563.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4",",,,0","62",",,,W","38",",,,W","84",",,,W","252",",,,0","0.14",",0","6.60",",,,0","-6.31",",,,0","","","","","250",",X","240",",X","","","","","20.6",",X","25.0",",X","",""
"USW00024089","2008-04","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-7.13",",,,W","1012.8","1,,,W","833.9","1,,,W","-0.09",",,,W","5.3",",W","0.0","0","0.0",",0","10",",0","5",",0","0",",0","5",",0","7",",0","0",",0","27",",0","0",",0","4",",0","0",",0","12","","1","","20080401",",,0","20080424","+,,0","20080430",",,0","","","20080430",",,0","20080429",",,0","-12.2",",0,01,","25",",,0,24,+","89",",,0,30,","9.9",",,0,30,","25.0",",0,29,","4036.5","0","","","","","","","422.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4",",,,0","50",",,,W","24",",,,W","78",",,,W","321",",,,0","4.26",",0","13.16",",,,0","-4.64",",,,0","","","","","230",",X","240",",X","","","","","21.9",",X","28.6",",X","",""
"USW00024089","2008-05","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","2.07","1,,,W","1011.2",",,,W","834.3",",,,W","5.85","1,,,W","4.4",",W","0.0","0","0.0",",0","16",",0","10",",0","0",",0","2",",0","1",",0","0",",0","8",",0","0",",0","13",",0","0",",0","15","","2","","20080502",",,0","20080510","+,,0","20080502",",,0","6","","20080522",",,0","20080521",",,0","-6.7",",0,02,","25",",,0,10,+","122",",,0,02,","24.1",",,0,22,","29.4",",0,21,","4299.9","0","","","","","","","263.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.2",",,,0","64",",,,W","37",",,,W","90",",,,W","135",",,,0","9.84",",0","17.43",",,,0","2.25",",,,0","","","","","80",",X","80",",X","","","","","17.4",",X","23.2",",X","",""
"USW00024089","2008-06","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","3.94",",,,W","1011.7",",,,W","836.5",",,,W","9.35",",,,W","4.4",",W","5.6","0","5.6",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","6","","","","20080608",",,0","20080630","+,,0","20080630","+,,0","6","","20080610",",,0","20080630",",,0","1.1",",0,08,","0",",,0,30,+","0",",,0,30,+","5.3",",,0,10,","33.9",",0,30,","4401.2","0","","","","","","","101.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5",",,,0","52",",,,W","23",",,,W","88",",,,W","0",",,,0","15.14",",0","24.76",",,,0","5.52",",,,0","","","","","350",",X","220",",X","","","","","21.9",",X","28.6",",X","",""
"USW00024089","2008-07","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","5.25",",,,W","1011.1","1,,,W","838.0","1,,,W","12.88",",,,W","3.7",",W","123.8","0","118.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","5","","","","20080713",",,0","20080731","+,,0","20080731","+,,0","8","","20080706",",,0","20080727",",,0","2.8",",0,13,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,06,","37.2",",0,27,","5.0","0","","","","","","","5.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7",",,,0","39",",,,W","14",",,,W","75",",,,W","0",",,,0","21.99",",0","32.55",",,,0","11.42",",,,0","","","","","10","1,X","10","1,X","","","","","19.2","1,X","26.8","1,X","",""
"USW00024089","2008-08","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","3.83",",,,W","1011.3",",,,W","837.5",",,,W","11.61",",,,W","3.8",",W","196.5","0","72.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","3","","","","20080828",",,0","20080831","+,,0","20080831","+,,0","2","","20080815",",,0","20080801",",,0","2.2",",0,28,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,15,","37.2",",0,01,","20.7","0","","","","","","","15.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4",",,,0","40",",,,W","17",",,,W","72",",,,W","0",",,,0","20.17",",0","30.29",",,,0","10.05",",,,0","","","","","250",",X","200",",X","","","","","16.5",",X","21.9",",X","",""
"USW00024089","2008-09","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","0.75",",,,W","1017.2",",,,W","840.3",",,,W","6.98",",,,W","3.5",",W","200.7","0","4.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","9","","1","","20080924",",,0","20080930","+,,0","20080930","+,,0","5","","20080910",",,0","20080925",",,0","-3.9",",0,24,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,10,","29.4",",0,25,","179.4","0","","","","","","","158.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9",",,,0","50",",,,W","24",",,,W","80",",,,W","0",",,,0","13.18",",0","22.77",",,,0","3.59",",,,0","","","","","250",",X","250",",X","","","","","15.6",",X","19.2",",X","",""
"USW00024089","2008-10","42.89778","-106.47361","1621.1","CASPER NATRONA CO AIRPORT, WY US","-2.63",",,,W","1019.4",",,,W","840.3",",,,W","2.75",",,,W","4.4",",W","200.7","0","0.0",",0","7",",0","4",",0","0",",0","5",",0","4",",0","0",",0","23",",0","1",",0","8",",0","0",",0","6","","3","","20081027","+,,0","20081012",",,0","20081011",",,0","3","","20081021",",,0","20081002","+,,0","-8.3",",0,27,+","127",",,0,12,","127",",,0,11,","11.7",",,0,21,","26.7",",0,02,+","527.0","0","","","","","","","347.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2",",,,0","55",",,,W","33",",,,W","80",",,,W","239",",,,0","7.12",",0","15.43",",,,0","-1.19",",,,0","","","","","300",",X","230",",X","","","","","13.4",",X","19.7",",X","",""
